date,day_of_week,month,year,quarter,revenue,sales,expenditure,profit,profit_margin,cumulative_revenue,cumulative_profit,revenue_growth_rate,profit_growth_rate,rolling_avg_revenue_7d,rolling_avg_revenue_30d
2025-03-31,Monday,March,2025,Q1,64160,63129,46585,17575,27.39,88597610,26643419,17.054659563599216,195.0310559006211,70992.42857142857,71299.43333333333
2025-04-01,Tuesday,April,2025,Q2,80575,86461,49038,31537,39.14,88678185,26674956,25.584476309226932,79.44238975817923,72981.14285714286,72299.33333333333
2025-04-02,Wednesday,April,2025,Q2,68434,58124,46635,21799,31.85,88746619,26696755,-15.067949115730684,-30.87801629831627,69376.0,71704.26666666666
2025-04-03,Thursday,April,2025,Q2,66943,73616,50067,16876,25.21,88813562,26713631,-2.1787415612122607,-22.583604752511587,65935.42857142857,71077.43333333333
2025-04-04,Friday,April,2025,Q2,94283,107456,47354,46929,49.77,88907845,26760560,40.840715235349464,178.08129888599194,68037.57142857143,71213.23333333334
2025-04-05,Saturday,April,2025,Q2,56867,49236,51282,5585,9.82,88964712,26766145,-39.684778804238306,-88.09904323552601,69439.14285714286,70092.1
2025-04-06,Sunday,April,2025,Q2,52263,50598,51371,892,1.71,89016975,26767037,-8.096083844760582,-84.02864816472695,69075.0,69302.9
2025-04-07,Monday,April,2025,Q2,67441,62355,48917,18524,27.47,89084416,26785561,29.041578171938088,1976.6816143497756,69543.71428571429,69835.56666666667
2025-04-08,Tuesday,April,2025,Q2,78380,94739,47910,30470,38.87,89162796,26816031,16.220103497872216,64.4893111638955,69230.14285714286,71112.16666666667
2025-04-09,Wednesday,April,2025,Q2,92072,108990,49374,42698,46.37,89254868,26858729,17.46874202602704,40.1312766655727,72607.0,71247.96666666666
2025-04-10,Thursday,April,2025,Q2,77740,66242,47529,30211,38.86,89332608,26888940,-15.566078721000952,-29.244929504894845,74149.42857142857,70993.76666666666
2025-04-11,Friday,April,2025,Q2,74062,60655,52585,21477,29.0,89406670,26910417,-4.731155132492926,-28.909999668994736,71260.71428571429,70415.76666666666
2025-04-12,Saturday,April,2025,Q2,44573,38079,48218,-3645,-8.18,89451243,26906772,-39.816640112338305,-116.97164408436933,69504.42857142857,69080.36666666667
2025-04-13,Sunday,April,2025,Q2,49170,55807,53498,-4328,-8.8,89500413,26902444,10.313418437170485,18.73799725651577,69062.57142857143,68300.6
2025-04-14,Monday,April,2025,Q2,84680,90260,53559,31121,36.75,89585093,26933565,72.21883262151718,-819.0619223659888,71525.28571428571,69840.63333333333
2025-04-15,Tuesday,April,2025,Q2,79805,63863,46562,33243,41.66,89664898,26966808,-5.756967406707602,6.8185469618585515,71728.85714285714,70888.66666666667
2025-04-16,Wednesday,April,2025,Q2,82917,70623,45539,37378,45.08,89747815,27004186,3.8995050435436385,12.438708901122041,70421.0,70926.46666666666
2025-04-17,Thursday,April,2025,Q2,64148,60836,55105,9043,14.1,89811963,27013229,-22.63588890094914,-75.80662421745413,68479.28571428571,70473.7
2025-04-18,Friday,April,2025,Q2,80880,71961,50096,30784,38.06,89892843,27044013,26.083432063353484,240.41800287515204,69453.28571428571,70867.36666666667
2025-04-19,Saturday,April,2025,Q2,44179,40317,46164,-1985,-4.49,89937022,27042028,-45.3771018793274,-106.44815488565489,69397.0,69788.53333333334
2025-04-20,Sunday,April,2025,Q2,39303,37883,50332,-11029,-28.06,89976325,27030999,-11.03691799271147,455.6171284634761,67987.42857142857,68865.83333333333
2025-04-21,Monday,April,2025,Q2,90978,102659,47618,43360,47.66,90067303,27074359,131.47851309060377,-493.14534409284613,68887.14285714286,70270.5
2025-04-22,Tuesday,April,2025,Q2,95793,112099,47641,48152,50.27,90163096,27122511,5.292488293873254,11.051660516605155,71171.14285714286,71777.56666666667
2025-04-23,Wednesday,April,2025,Q2,89993,101754,45409,44584,49.54,90253089,27167095,-6.054722161327031,-7.409868748961623,72182.0,71747.53333333334
2025-04-24,Thursday,April,2025,Q2,92266,71994,48427,43839,47.51,90345355,27210934,2.525752002933568,-1.671003050421671,76198.85714285714,72601.26666666666
2025-04-25,Friday,April,2025,Q2,89332,86717,54682,34650,38.79,90434687,27245584,-3.179936271215833,-20.96078833915007,77406.28571428571,72456.66666666667
2025-04-26,Saturday,April,2025,Q2,44531,38582,53929,-9398,-21.1,90479218,27236186,-50.15112165853222,-127.12265512265513,77456.57142857143,70906.8
2025-04-27,Sunday,April,2025,Q2,51230,50335,50177,1053,2.06,90530448,27237239,15.04345287552491,-111.20451159821239,79160.42857142857,69962.2
2025-04-28,Monday,April,2025,Q2,88724,84513,53083,35641,40.17,90619172,27272880,73.18758539918018,3284.710351377018,78838.42857142857,71351.13333333333
2025-04-29,Tuesday,April,2025,Q2,90737,82584,53987,36750,40.5,90709909,27309630,2.268833686488425,3.1115849723632794,78116.14285714286,72548.63333333333
2025-04-30,Wednesday,April,2025,Q2,79827,71850,50078,29749,37.27,90789736,27339379,-12.02376097953426,-19.050340136054423,76663.85714285714,73070.86666666667
2025-05-01,Thursday,May,2025,Q2,74894,86505,50540,24354,32.52,90864630,27363733,-6.17961341400779,-18.1350633634744,74182.14285714286,72881.5
2025-05-02,Friday,May,2025,Q2,86672,95257,46425,40247,46.44,90951302,27403980,15.726226399978627,65.25827379485915,73802.14285714286,73489.43333333333
2025-05-03,Saturday,May,2025,Q2,45803,45472,47406,-1603,-3.5,90997105,27402377,-47.15363669928004,-103.98290555817825,73983.85714285714,72784.76666666666
2025-05-04,Sunday,May,2025,Q2,46523,52246,51178,-4655,-10.01,91043628,27397722,1.5719494356264851,190.3930131004367,73311.42857142857,71192.76666666666
2025-05-05,Monday,May,2025,Q2,67429,54164,50005,17424,25.84,91111057,27415146,44.936912924789894,-474.30719656283566,70269.28571428571,71544.83333333333
2025-05-06,Tuesday,May,2025,Q2,80988,73284,50907,30081,37.14,91192045,27445227,20.108558632042595,72.64118457300275,68876.57142857143,72502.33333333333
2025-05-07,Wednesday,May,2025,Q2,76701,73339,49808,26893,35.06,91268746,27472120,-5.2933767965624545,-10.598051926465214,68430.0,72811.0
2025-05-08,Thursday,May,2025,Q2,76240,86559,47269,28971,38.0,91344986,27501091,-0.6010351885894605,7.726917785297283,68622.28571428571,72739.66666666667
2025-05-09,Friday,May,2025,Q2,83438,80774,45862,37576,45.03,91428424,27538667,9.44123819517313,29.702115909012463,68160.28571428571,72451.86666666667
2025-05-10,Saturday,May,2025,Q2,40611,47382,47766,-7155,-17.62,91469035,27531512,-51.32793211726072,-119.04140941026186,67418.57142857143,71214.23333333334
2025-05-11,Sunday,May,2025,Q2,55345,59191,49320,6025,10.89,91524380,27537537,36.2808106178129,-184.20684835779176,68678.85714285714,70590.33333333333
2025-05-12,Monday,May,2025,Q2,86133,83138,47412,38721,44.95,91610513,27576258,55.62923479989159,542.6721991701245,71350.85714285714,71975.66666666667
2025-05-13,Tuesday,May,2025,Q2,73215,56815,54510,18705,25.55,91683728,27594963,-14.997736059350075,-51.692879832648956,70240.42857142857,72777.16666666667
2025-05-14,Wednesday,May,2025,Q2,91282,94907,52228,39054,42.78,91775010,27634017,24.676637301099504,108.78909382518044,72323.42857142857,72997.23333333334
2025-05-15,Thursday,May,2025,Q2,78566,94638,49673,28893,36.78,91853576,27662910,-13.930457264301833,-26.017821477953607,72655.71428571429,72955.93333333333
2025-05-16,Friday,May,2025,Q2,92200,82139,45458,46742,50.7,91945776,27709652,17.353562609780315,61.776208770290374,73907.42857142857,73265.36666666667
2025-05-17,Saturday,May,2025,Q2,38419,44033,74863,-36444,-94.86,91984195,27673208,-58.33080260303687,-177.9684224038338,73594.28571428571,72407.73333333334
2025-05-18,Sunday,May,2025,Q2,48485,40547,46306,2179,4.49,92032680,27675387,26.200577839090045,-105.97903632971133,72614.28571428571,71327.9
2025-05-19,Monday,May,2025,Q2,78483,90059,47953,30530,38.9,92111163,27705917,61.87068165411984,1301.1014226709501,71521.42857142857,72471.36666666667
2025-05-20,Tuesday,May,2025,Q2,64433,61908,54345,10088,15.66,92175596,27716005,-17.901966030860184,-66.95709138552243,70266.85714285714,73309.03333333334
2025-05-21,Wednesday,May,2025,Q2,92869,92691,52272,40597,43.71,92268465,27756602,44.132664938773615,302.428628072958,70493.57142857143,73372.06666666667
2025-05-22,Thursday,May,2025,Q2,95316,110634,46787,48529,50.91,92363781,27805131,2.6348943134953506,19.538389536172616,72886.42857142857,73356.16666666667
2025-05-23,Friday,May,2025,Q2,87712,102850,52863,34849,39.73,92451493,27839980,-7.977674262453316,-28.189330091285626,72245.28571428571,73280.13333333333
2025-05-24,Saturday,May,2025,Q2,50663,62361,52202,-1539,-3.04,92502156,27838441,-42.23937431594309,-104.41619558667395,73994.42857142857,71893.36666666667
2025-05-25,Sunday,May,2025,Q2,56799,56062,52204,4595,8.09,92558955,27843036,12.111402798886761,-398.57050032488627,75182.14285714286,70808.93333333333
2025-05-26,Monday,May,2025,Q2,77353,90869,45774,31579,40.82,92636308,27874615,36.18725681790171,587.247007616975,75020.71428571429,71903.0
2025-05-27,Tuesday,May,2025,Q2,83595,81004,55118,28477,34.07,92719903,27903092,8.069499566920491,-9.822983628360616,77758.14285714286,72981.83333333333
2025-05-28,Wednesday,May,2025,Q2,95023,96744,50060,44963,47.32,92814926,27948055,13.670674083378188,57.8923341644134,78065.85714285714,73191.8
2025-05-29,Thursday,May,2025,Q2,83961,87722,48265,35696,42.51,92898887,27983751,-11.641392084021762,-20.61027956319641,76443.71428571429,72965.93333333333
2025-05-30,Friday,May,2025,Q2,65310,60196,45896,19414,29.73,92964197,28003165,-22.21388501804409,-45.612953832362166,73243.42857142857,72482.03333333334
2025-05-31,Saturday,May,2025,Q2,51076,39857,48890,2186,4.28,93015273,28005351,-21.794518450467002,-88.74008447512105,73302.42857142857,71688.1
2025-06-01,Sunday,June,2025,Q2,56291,60194,46226,10065,17.88,93071564,28015416,10.21027488448587,360.4300091491308,73229.85714285714,70675.4
2025-06-02,Monday,June,2025,Q2,77324,76607,47566,29758,38.48,93148888,28045174,37.36476523778225,195.65822155986092,73225.71428571429,71726.1
2025-06-03,Tuesday,June,2025,Q2,98972,103589,55106,43866,44.32,93247860,28089040,27.996482334074813,47.409100073929686,75422.42857142857,73474.4
2025-06-04,Wednesday,June,2025,Q2,81031,75375,52203,28828,35.58,93328891,28117868,-18.127349149254336,-34.281676013313266,73423.57142857143,73927.8
2025-06-05,Thursday,June,2025,Q2,94452,80071,50947,43505,46.06,93423343,28161373,16.562796954252068,50.91230747884001,74922.28571428571,74376.6
2025-06-06,Friday,June,2025,Q2,90346,95418,49149,41197,45.6,93513689,28202570,-4.347181637233732,-5.305137340535571,78498.85714285714,74831.43333333333
2025-06-07,Saturday,June,2025,Q2,45167,43293,54783,-9616,-21.29,93558856,28192954,-50.00664113519137,-123.34150544942592,77654.71428571429,73795.66666666667
2025-06-08,Sunday,June,2025,Q2,51272,49196,45638,5634,10.99,93610128,28198588,13.516505413244184,-158.58985024958403,76937.71428571429,72723.46666666666
2025-06-09,Monday,June,2025,Q2,85216,95019,48408,36808,43.19,93695344,28235396,66.20377594008427,553.3191338303159,78065.14285714286,74210.3
2025-06-10,Tuesday,June,2025,Q2,74880,76675,48316,26564,35.48,93770224,28261960,-12.12917761922644,-27.830906324712025,74623.42857142857,74861.46666666666
2025-06-11,Wednesday,June,2025,Q2,84583,69954,54179,30404,35.95,93854807,28292364,12.958066239316235,14.455654268935403,75130.85714285714,74809.8
2025-06-12,Thursday,June,2025,Q2,72325,83095,48721,23604,32.64,93927132,28315968,-14.492273861177773,-22.36547822654914,71969.85714285714,74780.13333333333
2025-06-13,Friday,June,2025,Q2,87347,77876,52823,34524,39.53,94014479,28350492,20.770134808157614,46.26334519572954,71541.42857142857,74648.96666666666
2025-06-14,Saturday,June,2025,Q2,43359,36882,52823,-9464,-21.83,94057838,28341028,-50.36005815883774,-127.41281427412814,71283.14285714286,73475.4
2025-06-15,Sunday,June,2025,Q2,89735,100340,48493,41242,45.96,94147573,28382270,106.9581863050347,-535.777683854607,76777.85714285714,73393.23333333334
2025-06-16,Monday,June,2025,Q2,94609,76027,51446,43163,45.62,94242182,28425433,5.431548448208612,4.657873042044525,78119.71428571429,75266.23333333334
2025-06-17,Tuesday,June,2025,Q2,77591,79330,49833,27758,35.77,94319773,28453191,-17.987717870392885,-35.69029029492853,78507.0,76236.43333333333
2025-06-18,Wednesday,June,2025,Q2,84640,104216,53844,30796,36.38,94404413,28483987,9.08481653800055,10.944592549895527,78515.14285714286,76441.66666666667
2025-06-19,Thursday,June,2025,Q2,94382,109211,49718,44664,47.32,94498795,28528651,11.509924385633274,45.031822314586314,81666.14285714286,77439.96666666666
2025-06-20,Friday,June,2025,Q2,99212,101988,52835,46377,46.75,94598007,28575028,5.117501218452669,3.8353036002149343,83361.14285714286,77651.4
2025-06-21,Saturday,June,2025,Q2,48365,53975,50329,-1964,-4.06,94646372,28573064,-51.25085675119945,-104.2348577958902,84076.28571428571,76086.36666666667
2025-06-22,Sunday,June,2025,Q2,56974,47626,49642,7332,12.87,94703346,28580396,17.80006202832627,-473.3197556008147,79396.14285714286,75061.76666666666
2025-06-23,Monday,June,2025,Q2,90260,71173,51862,38398,42.54,94793606,28618794,58.42314037982237,423.7043098745226,78774.85714285714,76381.66666666667
2025-06-24,Tuesday,June,2025,Q2,71900,87476,50076,21824,30.35,94865506,28640618,-20.34123642809661,-43.16370644304391,77961.85714285714,76885.03333333334
2025-06-25,Wednesday,June,2025,Q2,104957,102507,50432,54525,51.95,94970463,28695143,45.97635605006953,149.83962609970675,80864.28571428571,77805.16666666667
2025-06-26,Thursday,June,2025,Q2,84149,70514,48906,35243,41.88,95054612,28730386,-19.825261773869297,-35.36359468133884,79402.42857142857,77823.63333333333
2025-06-27,Friday,June,2025,Q2,95574,104172,53047,42527,44.5,95150186,28772913,13.577107274002076,20.667934057827075,78882.71428571429,77842.0
2025-06-28,Saturday,June,2025,Q2,61589,64359,50115,11474,18.63,95211775,28784387,-35.55883399250842,-73.01949349824817,80771.85714285714,77096.26666666666
2025-06-29,Sunday,June,2025,Q2,61826,68811,46664,15162,24.52,95273601,28799549,0.3848089756287587,32.14223461739585,81465.0,76980.13333333333
2025-06-30,Monday,June,2025,Q2,82652,85703,45812,36840,44.57,95356253,28836389,33.684857503315754,142.97586070439255,80378.14285714286,78032.66666666667
2025-07-01,Tuesday,July,2025,Q3,73798,64873,50162,23636,32.03,95430051,28860025,-10.712384455306589,-35.841476655808904,80649.28571428571,78616.23333333334
2025-07-02,Wednesday,July,2025,Q3,98861,105214,54429,44432,44.94,95528912,28904457,33.96162497628663,87.98443052970046,79778.42857142857,79334.13333333333
2025-07-03,Thursday,July,2025,Q3,97004,89811,51527,45477,46.88,95625916,28949934,-1.8783949181173543,2.351908534389624,81614.85714285714,79268.53333333334
2025-07-04,Friday,July,2025,Q3,72965,81510,53834,19131,26.22,95698881,28969065,-24.7814523112449,-57.93258130483541,78385.0,78999.66666666667
2025-07-05,Saturday,July,2025,Q3,56997,56857,51143,5854,10.27,95755878,28974919,-21.884465154526143,-69.40044953217291,77729.0,77751.16666666667
2025-07-06,Sunday,July,2025,Q3,51480,45668,46993,4487,8.72,95807358,28979406,-9.679456813516495,-23.351554492654593,76251.0,76455.63333333333
2025-07-07,Monday,July,2025,Q3,77168,80731,52100,25068,32.48,95884526,29004474,49.89898989898991,458.68063293960336,75467.57142857143,77522.33333333333
2025-07-08,Tuesday,July,2025,Q3,101843,95237,50869,50974,50.05,95986369,29055448,31.97568940493469,103.34290729216531,79474.0,79208.03333333334
2025-07-09,Wednesday,July,2025,Q3,96095,113484,50361,45734,47.59,96082464,29101182,-5.643981422385435,-10.279750461019344,79078.85714285714,79570.66666666667
2025-07-10,Thursday,July,2025,Q3,87075,82894,50991,36084,41.44,96169539,29137266,-9.386544565273947,-21.10027550618796,77660.42857142857,79977.16666666667
2025-07-11,Friday,July,2025,Q3,85448,77728,46147,39301,45.99,96254987,29176567,-1.868504163077811,8.915308724088234,79443.71428571429,80006.0
2025-07-12,Saturday,July,2025,Q3,44730,40314,48695,-3965,-8.86,96299717,29172602,-47.65237337327966,-110.08880181165874,77691.28571428571,79086.16666666667
2025-07-13,Sunday,July,2025,Q3,61718,56710,46044,15674,25.4,96361435,29188276,37.97898502123853,-495.3089533417402,79153.85714285714,78231.86666666667
2025-07-14,Monday,July,2025,Q3,73032,77890,54752,18280,25.03,96434467,29206556,18.33176706957451,16.62626004848795,78563.0,79220.96666666666
2025-07-15,Tuesday,July,2025,Q3,72394,75074,50107,22287,30.79,96506861,29228843,-0.8735896593274228,21.920131291028454,74356.0,78642.93333333333
2025-07-16,Wednesday,July,2025,Q3,71455,65228,48732,22723,31.8,96578316,29251566,-1.2970688178578382,1.9562973930991268,70836.0,77871.13333333333
2025-07-17,Thursday,July,2025,Q3,89657,102203,52046,37611,41.95,96667973,29289177,25.47337485130501,65.51951766932183,71204.85714285714,78273.33333333333
2025-07-18,Friday,July,2025,Q3,72966,89520,52447,20519,28.12,96740939,29309696,-18.616505125087834,-45.44415197681529,69421.71428571429,77884.2
2025-07-19,Saturday,July,2025,Q3,62959,75018,51533,11426,18.15,96803898,29321122,-13.714606803168595,-44.31502509868902,72025.85714285714,76836.76666666666
2025-07-20,Sunday,July,2025,Q3,62232,53929,45718,16514,26.54,96866130,29337636,-1.154719738242349,44.53001925433222,72099.28571428571,75604.1
2025-07-21,Monday,July,2025,Q3,85589,81617,55152,30437,35.56,96951719,29368073,37.53213780691607,84.31028218481289,73893.14285714286,76844.9
2025-07-22,Tuesday,July,2025,Q3,97631,110165,54031,43600,44.66,97049350,29411673,14.069565014195739,43.24670631139731,77498.42857142857,78200.13333333333
2025-07-23,Wednesday,July,2025,Q3,89847,75710,52370,37477,41.71,97139197,29449150,-7.972877467197915,-14.043577981651378,80125.85714285714,78186.36666666667
2025-07-24,Thursday,July,2025,Q3,75249,76295,55263,19986,26.56,97214446,29469136,-16.247620955624566,-46.6712917255917,78067.57142857143,78298.0
2025-07-25,Friday,July,2025,Q3,85765,68707,51293,34472,40.19,97300211,29503608,13.974936544007232,72.48073651556088,79896.0,77658.26666666666
